startphrase,ending1,ending2,labels,qid
This journey be a step to the moon . ,Journey be very long . ,Journey be very short . ,0,X676
This journey be a puppy walk . ,Journey be very long . ,Journey be very short . ,1,X676
He be 15 and have the wisdom of an owl ,He be intelligent and wise ,He be not intelligent or wise ,0,X677
He be 15 and have the wisdom of newborn rat ,He be intelligent and wise ,He be not intelligent or wise ,1,X677
The sushi flavor be firework in my mouth ,The sushi be flavorful ,The sushi be not flavorful ,0,X678
The sushi flavor be just sparkler in my mouth ,The sushi be flavorful ,The sushi be not flavorful ,1,X678
This TV show have the comedic timing of a broken clock ,The TV show comedic timing be always off ,The TV show have good comedic time ,0,X679
This TV show have the comedic timing of a rolex ,The TV show comedic timing be always off ,The TV show have good comedic time ,1,X679
You be as graceful as a dove ,you be graceful ,you be not graceful ,0,X680
You be as graceful as a walrus ,you be graceful ,you be not graceful ,1,X680
This book be as good as pie ,the book be good ,the book be bad ,0,X681
This book be as good as mud ,the book be good ,the book be bad ,1,X681
You be wound tighter than a drum ,You be uptight ,you be relaxed ,0,X682
You be wound tighter than loose yarn ,You be uptight ,you be relaxed ,1,X682
It be as entertaining as a lecture . ,It be not entertaining . ,It be very entertaining . ,0,X683
It be as entertaining as a cartoon . ,It be not entertaining . ,It be very entertaining . ,1,X683
It be as long as a novel . ,It be very long . ,It be short . ,0,X684
It be as long as a poem . ,It be very long . ,It be short . ,1,X684
It be as loud as thunder . ,It be very loud . ,It be quiet . ,0,X685
It be as loud as a whisper . ,It be very loud . ,It be quiet . ,1,X685
The dove sing a song that sound like An out of tune flute ,The dove song be horrible ,The dove song be beautiful ,0,X686
The dove sing a song that sound like A chorus of angel ,The dove song be horrible ,The dove song be beautiful ,1,X686
The shape be as easy to describe as A random splatter of paint on a wall ,The shape be difficult to describe ,The shape be easy to describe ,0,X687
The shape be as easy to describe as A square or triangle ,The shape be difficult to describe ,The shape be easy to describe ,1,X687
The corner store have the inventory of A kid lemonade stand ,The store have a very limited inventory ,The store have an abundant inventory ,0,X688
The corner store have the inventory of A mega size department store ,The store have a very limited inventory ,The store have an abundant inventory ,1,X688
The door be as large as a pregnant bear ,it be huge ,it be small ,0,X689
The door be as large as a toothpick ,it be huge ,it be small ,1,X689
The criminal be as swift as a cheetah on steroid ,it be smooth ,it be clumsy ,0,X690
The criminal be as swift as a bear on roller skate ,it be smooth ,it be clumsy ,1,X690
The pasta be as sweet as honey ,it be tasty ,it be gross ,0,X691
The pasta be as sweet as the bottom of a garbage can ,it be tasty ,it be gross ,1,X691
The dive board be as high as a shoebox ,The dive board be not high ,The dive board be high ,0,X692
The dive board be as high as the Empire State Building ,The dive board be not high ,The dive board be high ,1,X692
He like the gym as much as a case of the measles ,He do not like the gym ,He like the gym ,0,X693
He like the gym as much as a warm caress ,He do not like the gym ,He like the gym ,1,X693
He drive like a blind person ,He drive badly ,He drive well ,0,X694
He drive like a Formula One driver ,He drive badly ,He drive well ,1,X694
The toddler be as demand as a king ,The toddler be very demand . ,The toddler be not demand at all . ,0,X695
The toddler be as demand as a sleeping kitten ,The toddler be very demand . ,The toddler be not demand at all . ,1,X695
The child personality be as lively as a rusted scrap of metal . ,The child personality be very dull . ,The child personality be very lively . ,0,X696
The child personality be as lively as a Christmas tree ,The child personality be very dull . ,The child personality be very lively . ,1,X696
The woman mind be a cheetah ,The woman mind work quickly . ,The woman mind work slowly . ,0,X697
The woman mind be a rickshaw ,The woman mind work quickly . ,The woman mind work slowly . ,1,X697
She be a chocolate cake . ,She be very desirable . ,She be very undesirable . ,0,X698
She be a weed . ,She be very desirable . ,She be very undesirable . ,1,X698
He sleep in a bed of nymph ,He sleep with many woman . ,He sleep with no woman . ,0,X699
He sleep in a bed of pillow . ,He sleep with many woman . ,He sleep with no woman . ,1,X699
Her eye be real intoxication . ,Her eye be beautiful . ,Her eye be ugly . ,0,X700
Her eye be ghost eye . ,Her eye be beautiful . ,Her eye be ugly . ,1,X700
This route have as many turn as a labyrinth ,This route have lot of turn . ,This route hardly have turn at all . ,0,X701
This route have as many turn as a straight line ,This route have lot of turn . ,This route hardly have turn at all . ,1,X701
The satellite signal be as clear as glass ,The signal be clear ,The signal be not clear ,0,X702
The satellite signal be as clear as broken glass ,The signal be clear ,The signal be not clear ,1,X702
You look as classy as caviar ,You look classy ,You look common and not classy ,0,X703
You look as classy as potato chip ,You look classy ,You look common and not classy ,1,X703
The system work like a well oil machine ,The system work ,The system do not work ,0,X704
The system work like malfunction computer ,The system work ,The system do not work ,1,X704
His word be as true as pure gold ,His word be true ,His word be not true ,0,X705
His word be as true as a polician ,His word be true ,His word be not true ,1,X705
The satellite be function like a champ ,The satellite be function well ,The satellite be function erratically ,0,X706
The satellite be function like a fly monkey ,The satellite be function well ,The satellite be function erratically ,1,X706
The system be as complicate as a child toy ,The system be not complicate ,The system be complicate ,0,X707
The system be as complicate as the Apollo moon lander ,The system be not complicate ,The system be complicate ,1,X707
The witness be as honest as a thief ,The witness be as honest ,The witness be as honest ,0,X708
The witness be as honest as a judge ,The witness be as honest ,The witness be as honest ,1,X708
The launch be as entertaining as watch a gravestone ,The launch be not entertain ,The launch be entertain ,0,X709
The launch be as entertaining as a night in Vegas ,The launch be not entertain ,The launch be entertain ,1,X709
Her hair be An untamed nest ,Her hair be messy ,Her hair be well do ,0,X710
Her hair be A beautifully sew sweater ,Her hair be messy ,Her hair be well do ,1,X710
The rodent be A foreign invader ,The rodent be intrusive and unwelcome ,The rodent be common to see ,0,X711
The rodent be A typical neighbor ,The rodent be intrusive and unwelcome ,The rodent be common to see ,1,X711
The ring be A boulder in the snow ,The ring be strong and sturdy ,The ring be delicate and light ,0,X712
The ring be A leaf in the wind ,The ring be strong and sturdy ,The ring be delicate and light ,1,X712
The system be a canoe ,The system be simple ,The system be complex ,0,X713
The system be a cruise ship ,The system be simple ,The system be complex ,1,X713
The truth to him be a tumble weed ,The truth be transient moveable ,The truth be steadfast permanent ,0,X714
The truth to him be an Ironwood Tree ,The truth be transient moveable ,The truth be steadfast permanent ,1,X714
The new satellite be a nightlight ,The satellite be basic ,The satellite be complex ,0,X715
The new satellite be a chandelier ,The satellite be basic ,The satellite be complex ,1,X715
My young child be the image of splendor ,The child be a shining achievement in one life display only positive trait ,The child consistently disrupt the family activity ,0,X716
My young child be the banana peel beneath my foot ,The child be a shining achievement in one life display only positive trait ,The child consistently disrupt the family activity ,1,X716
Traveling across the vast sea be a journey of discovery ,The sea present opportunity to completely change one standing ,The sea present a bleak outlook of one path with constant peril loom ,0,X717
Traveling across the vast sea be a trip to the graveyard ,The sea present opportunity to completely change one standing ,The sea present a bleak outlook of one path with constant peril loom ,1,X717
Last night homework assignment be a fly ,The homework be simply and easily dispatch ,The homework be impossible to crack and weigh one down ,0,X718
